Team_ID	Game_ID	GAME_DATE	MATCHUP	WL	W	L	W_PCT	MIN	FGM	FGA	FG_PCT	FG3M	FG3A	FG3_PCT	FTM	FTA	FT_PCT	OREB	DREB	REB	AST	STL	BLK	TOV	PF	PTS	LOCATION	DATE	OPP	MARGIN	WIN_STREAK	LOSS_STREAK
82	1610612750	0028900012	NOV 03, 1989	MIN @ SEA	L	0	1	0	240	36	81	0.444	1	4	0.25	21	27	0.778	14	20	34	14	11	1	12	23	94	Away	1989-11-03	SEA	-12	0	1
81	1610612750	0028900023	NOV 05, 1989	MIN @ POR	L	0	2	0	240	30	90	0.333	1	10	0.1	22	27	0.815	17	22	39	18	6	1	12	34	83	Away	1989-11-05	POR	-10	0	2
80	1610612750	0028900035	NOV 08, 1989	MIN vs. CHI	L	0	3	0	240	32	86	0.372	0	5	0	20	30	0.667	15	23	38	19	13	2	14	21	84	Home	1989-11-08	CHI	-12	0	3
79	1610612750	0028900055	NOV 10, 1989	MIN vs. PHL	W	1	3	0.25	265	46	90	0.511	1	4	0.25	32	39	0.821	15	31	46	25	13	3	18	29	125	Home	1989-11-10	PHL	7	1	0
78	1610612750	0028900067	NOV 12, 1989	MIN vs. SEA	L	1	4	0.2	240	37	87	0.425	1	3	0.333	22	29	0.759	20	16	36	19	10	3	9	19	97	Home	1989-11-12	SEA	-11	0	1
77	1610612750	0028900073	NOV 14, 1989	MIN vs. GOS	W	2	4	0.333333333333333	240	37	88	0.42	2	7	0.286	25	28	0.893	15	27	42	19	10	7	17	32	101	Home	1989-11-14	GOS	3	1	0
76	1610612750	0028900088	NOV 15, 1989	MIN vs. SAN	L	2	5	0.285714285714286	240	27	83	0.325	1	6	0.167	21	22	0.955	18	23	41	19	12	4	17	19	76	Home	1989-11-15	SAN	-10	0	1
75	1610612750	0028900100	NOV 17, 1989	MIN @ BOS	L	2	6	0.25	240	41	87	0.471	1	3	0.333	16	26	0.615	13	25	38	28	10	4	13	26	99	Away	1989-11-17	BOS	-17	0	2
74	1610612750	0028900108	NOV 18, 1989	MIN @ NYK	L	2	7	0.222222222222222	240	38	80	0.475	2	5	0.4	18	23	0.783	12	23	35	25	3	0	11	19	96	Away	1989-11-18	NYK	-15	0	3
73	1610612750	0028900126	NOV 21, 1989	MIN vs. UTH	L	2	8	0.2	265	38	80	0.475	1	3	0.333	24	30	0.8	15	18	33	26	13	6	16	24	101	Home	1989-11-21	UTH	-2	0	4
72	1610612750	0028900133	NOV 22, 1989	MIN vs. DEN	L	2	9	0.181818181818182	240	32	74	0.432	1	4	0.25	28	37	0.757	18	30	48	18	8	2	14	26	93	Home	1989-11-22	DEN	-3	0	5
71	1610612750	0028900140	NOV 24, 1989	MIN @ DAL	L	2	10	0.166666666666667	240	37	90	0.411	0	3	0	15	20	0.75	25	18	43	17	8	4	11	24	89	Away	1989-11-24	DAL	-10	0	6
70	1610612750	0028900146	NOV 25, 1989	MIN @ CHH	L	2	11	0.153846153846154	240	31	75	0.413	0	3	0	11	17	0.647	9	32	41	23	8	2	13	24	73	Away	1989-11-25	CHH	-8	0	7
69	1610612750	0028900175	NOV 29, 1989	MIN @ MIA	W	3	11	0.214285714285714	240	41	76	0.539	0	2	0	23	29	0.793	10	20	30	23	8	9	13	26	105	Away	1989-11-29	MIA	5	1	0
68	1610612750	0028900184	NOV 30, 1989	MIN @ ORL	L	3	12	0.2	240	39	96	0.406	0	1	0	18	25	0.72	13	33	46	30	10	3	16	28	96	Away	1989-11-30	ORL	-7	0	1
67	1610612750	0028900196	DEC 02, 1989	MIN @ CLE	W	4	12	0.25	240	39	80	0.488	1	1	1	22	26	0.846	13	29	42	20	17	5	14	20	101	Away	1989-12-02	CLE	27	1	0
66	1610612750	0028900211	DEC 05, 1989	MIN vs. NJN	W	5	12	0.294117647058824	240	35	67	0.522	2	3	0.667	20	29	0.69	8	23	31	23	8	2	15	24	92	Home	1989-12-05	NJN	2	2	0
65	1610612750	0028900243	DEC 09, 1989	MIN @ ATL	L	5	13	0.277777777777778	240	36	85	0.424	4	6	0.667	15	23	0.652	15	27	42	22	7	2	15	29	91	Away	1989-12-09	ATL	-13	0	1
64	1610612750	0028900256	DEC 12, 1989	MIN @ IND	L	5	14	0.263157894736842	265	46	90	0.511	1	5	0.2	19	25	0.76	19	22	41	27	9	4	17	35	112	Away	1989-12-12	IND	-1	0	2
63	1610612750	0028900259	DEC 13, 1989	MIN vs. DAL	L	5	15	0.25	240	32	84	0.381	2	7	0.286	21	28	0.75	14	31	45	24	10	3	9	19	87	Home	1989-12-13	DAL	-3	0	3
62	1610612750	0028900275	DEC 15, 1989	MIN vs. MIA	L	5	16	0.238095238095238	240	33	82	0.402	1	5	0.2	17	25	0.68	13	20	33	20	13	6	19	20	84	Home	1989-12-15	MIA	-11	0	4
